sample_id,status,elapsed_sec,annual_file,n_years,notes,mean_GPP,mean_NEP,mean_ER,mean_NPP
174,success,6.3,sample_0174/LHP_20250919_annual.txt,10,,0.6515000000000001,0.0324,0.6188,0.1291
175,success,4.1,sample_0175/LHP_20250919_annual.txt,10,,0.6514,0.0324,0.6188,0.1291
176,success,6.6,sample_0176/LHP_20250919_annual.txt,10,,0.6513,0.0327,0.6186,0.1303
177,success,6.4,sample_0177/LHP_20250919_annual.txt,10,,0.6324,0.0303,0.6023,0.12090000000000001
178,success,6.5,sample_0178/LHP_20250919_annual.txt,10,,0.596,0.029699999999999997,0.5664999999999999,0.1189
179,success,6.8,sample_0179/LHP_20250919_annual.txt,10,,0.596,0.029699999999999997,0.5664999999999999,0.1189
180,success,4.5,sample_0180/LHP_20250919_annual.txt,10,,0.5997,0.029599999999999998,0.5700999999999999,0.1189
181,success,6.7,sample_0181/LHP_20250919_annual.txt,10,,0.5997999999999999,0.0301,0.5696,0.12110000000000001
182,success,6.4,sample_0182/LHP_20250919_annual.txt,10,,0.5997999999999999,0.0301,0.5696,0.12110000000000001
183,success,6.7,sample_0183/LHP_20250919_annual.txt,10,,0.5995,0.0301,0.5694999999999999,0.12079999999999999
184,success,6.4,sample_0184/LHP_20250919_annual.txt,10,,0.5995,0.0301,0.5694999999999999,0.12079999999999999
185,success,4.3,sample_0185/LHP_20250919_annual.txt,10,,0.5995,0.0301,0.5694999999999999,0.12079999999999999
186,success,6.7,sample_0186/LHP_20250919_annual.txt,10,,0.5995,0.0361,0.5633999999999999,0.1475
187,success,6.8,sample_0187/LHP_20250919_annual.txt,10,,0.5995,0.0361,0.5633999999999999,0.1475
188,success,6.5,sample_0188/LHP_20250919_annual.txt,10,,0.8214,0.067,0.7542,0.26270000000000004
189,success,6.4,sample_0189/LHP_20250919_annual.txt,10,,0.8214,0.048799999999999996,0.7725000000000001,0.26270000000000004
190,success,4.8,sample_0190/LHP_20250919_annual.txt,10,,0.8214,0.048799999999999996,0.7725000000000001,0.26270000000000004
191,success,6.5,sample_0191/LHP_20250919_annual.txt,10,,0.8439,0.044,0.7999,0.2484
192,success,6.5,sample_0192/LHP_20250919_annual.txt,10,,0.8884000000000001,0.034800000000000005,0.8535,0.1694
193,success,6.9,sample_0193/LHP_20250919_annual.txt,10,,0.8884000000000001,0.034800000000000005,0.8535,0.1694
194,success,6.4,sample_0194/LHP_20250919_annual.txt,10,,0.8884000000000001,0.034800000000000005,0.8535,0.1694
195,success,4.4,sample_0195/LHP_20250919_annual.txt,10,,0.8884000000000001,0.034800000000000005,0.8535,0.1694
196,success,6.0,sample_0196/LHP_20250919_annual.txt,10,,0.8884000000000001,0.0347,0.8535,0.1694
197,success,6.0,sample_0197/LHP_20250919_annual.txt,10,,0.8884000000000001,0.052000000000000005,0.836,0.1694
198,success,6.5,sample_0198/LHP_20250919_annual.txt,10,,0.8884000000000001,0.052000000000000005,0.836,0.1694
199,success,7.0,sample_0199/LHP_20250919_annual.txt,10,,0.8884000000000001,0.052000000000000005,0.836,0.1694
200,success,6.9,sample_0200/LHP_20250919_annual.txt,10,,0.8202,0.07289999999999999,0.7473,0.2465
201,success,4.9,sample_0201/LHP_20250919_annual.txt,10,,0.8202,0.07289999999999999,0.7473,0.2465
202,success,6.9,sample_0202/LHP_20250919_annual.txt,10,,0.8201,0.0727,0.7471,0.2465
203,success,6.4,sample_0203/LHP_20250919_annual.txt,10,,0.8201,0.0727,0.7471,0.2465
204,success,6.4,sample_0204/LHP_20250919_annual.txt,10,,0.8202,0.0718,0.7482,0.2367
205,success,6.7,sample_0205/LHP_20250919_annual.txt,10,,0.8203999999999999,0.07189999999999999,0.7485,0.2367
206,success,4.6,sample_0206/LHP_20250919_annual.txt,10,,0.8203999999999999,0.07189999999999999,0.7485,0.2367
207,success,6.3,sample_0207/LHP_20250919_annual.txt,10,,0.8203999999999999,0.07189999999999999,0.7485,0.2367
208,success,6.8,sample_0208/LHP_20250919_annual.txt,10,,0.8205,0.07189999999999999,0.7484,0.2384
209,success,6.8,sample_0209/LHP_20250919_annual.txt,10,,0.6307,0.0705,0.5602,0.2203
210,success,6.6,sample_0210/LHP_20250919_annual.txt,10,,0.6296999999999999,0.0699,0.56,0.219
211,success,4.3,sample_0211/LHP_20250919_annual.txt,10,,0.6392,0.0715,0.5679,0.22280000000000003
212,success,6.3,sample_0212/LHP_20250919_annual.txt,10,,0.6392,0.0715,0.5679,0.22280000000000003
213,success,6.7,sample_0213/LHP_20250919_annual.txt,10,,0.6391,0.0713,0.5675999999999999,0.22290000000000001
214,success,6.8,sample_0214/LHP_20250919_annual.txt,10,,0.6392,0.07139999999999999,0.5677,0.22280000000000003
215,success,6.5,sample_0215/LHP_20250919_annual.txt,10,,0.6392,0.07139999999999999,0.5677,0.22280000000000003
216,success,4.6,sample_0216/LHP_20250919_annual.txt,10,,0.6379,0.0706,0.5673999999999999,0.221
217,success,6.6,sample_0217/LHP_20250919_annual.txt,10,,0.6379,0.0706,0.5673999999999999,0.221
218,success,6.9,sample_0218/LHP_20250919_annual.txt,10,,0.6851,0.0708,0.6143,0.2251
219,success,7.0,sample_0219/LHP_20250919_annual.txt,10,,0.6851,0.0708,0.6143,0.2251
220,success,6.3,sample_0220/LHP_20250919_annual.txt,10,,0.6851,0.05500000000000001,0.6299,0.2251
221,success,4.4,sample_0221/LHP_20250919_annual.txt,10,,0.6851,0.05500000000000001,0.6299,0.2251
222,success,6.6,sample_0222/LHP_20250919_annual.txt,10,,0.6851,0.05500000000000001,0.6299,0.2251
223,success,6.7,sample_0223/LHP_20250919_annual.txt,10,,0.6851,0.05500000000000001,0.6299,0.2251
224,success,6.4,sample_0224/LHP_20250919_annual.txt,10,,0.5801999999999999,0.0465,0.5336000000000001,0.1842
225,success,6.4,sample_0225/LHP_20250919_annual.txt,10,,0.5801999999999999,0.0465,0.5336000000000001,0.1842
226,success,4.3,sample_0226/LHP_20250919_annual.txt,10,,0.5801999999999999,0.0465,0.5336000000000001,0.1842
227,success,6.4,sample_0227/LHP_20250919_annual.txt,10,,0.5801999999999999,0.0465,0.5336000000000001,0.1842
228,success,7.0,sample_0228/LHP_20250919_annual.txt,10,,0.5801999999999999,0.0465,0.5336000000000001,0.1842
229,success,6.6,sample_0229/LHP_20250919_annual.txt,10,,0.5801999999999999,0.0465,0.5336000000000001,0.1842
230,success,6.5,sample_0230/LHP_20250919_annual.txt,10,,0.5801999999999999,0.0465,0.5336000000000001,0.1842
231,success,4.1,sample_0231/LHP_20250919_annual.txt,10,,0.5801999999999999,0.0465,0.5336000000000001,0.1842
232,success,5.7,sample_0232/LHP_20250919_annual.txt,10,,1.0276999999999998,-0.0726,1.1001,0.5196
233,success,5.8,sample_0233/LHP_20250919_annual.txt,10,,1.0276999999999998,-0.0726,1.1001,0.5196
234,success,6.1,sample_0234/LHP_20250919_annual.txt,10,,1.0277999999999998,-0.0727,1.1002,0.5198
235,success,5.8,sample_0235/LHP_20250919_annual.txt,10,,1.0277999999999998,-0.0727,1.1002,0.5198
236,success,5.9,sample_0236/LHP_20250919_annual.txt,10,,1.0277999999999998,-0.0727,1.1002,0.5198
237,success,3.9,sample_0237/LHP_20250919_annual.txt,10,,1.0277999999999998,-0.0727,1.1002,0.5198
238,success,6.0,sample_0238/LHP_20250919_annual.txt,10,,1.0185,-0.0623,1.0808,0.4484
239,success,6.2,sample_0239/LHP_20250919_annual.txt,10,,1.0185,-0.0623,1.0808,0.4484
240,success,5.9,sample_0240/LHP_20250919_annual.txt,10,,1.0185,-0.0623,1.0808,0.4484
241,success,5.9,sample_0241/LHP_20250919_annual.txt,10,,1.0185,-0.0623,1.0808,0.4484
242,success,4.3,sample_0242/LHP_20250919_annual.txt,10,,1.0185,-0.0624,1.0807,0.4484
243,success,6.0,sample_0243/LHP_20250919_annual.txt,10,,1.0185,-0.0624,1.0807,0.4484
244,success,6.6,sample_0244/LHP_20250919_annual.txt,10,,1.0135999999999998,-0.044700000000000004,1.0582,0.31829999999999997
245,success,6.6,sample_0245/LHP_20250919_annual.txt,10,,1.0135999999999998,-0.044700000000000004,1.0582,0.31829999999999997
246,success,6.4,sample_0246/LHP_20250919_annual.txt,10,,1.0135999999999998,-0.044700000000000004,1.0582,0.31829999999999997
247,success,4.3,sample_0247/LHP_20250919_annual.txt,10,,1.0135,-0.0446,1.0582,0.31829999999999997
248,success,6.7,sample_0248/LHP_20250919_annual.txt,10,,1.0135,-0.0446,1.0582,0.31829999999999997
249,success,6.4,sample_0249/LHP_20250919_annual.txt,10,,1.0135,-0.0446,1.0582,0.31829999999999997
250,success,6.6,sample_0250/LHP_20250919_annual.txt,10,,1.0148,-0.044700000000000004,1.0593,0.3185
251,success,6.4,sample_0251/LHP_20250919_annual.txt,10,,1.0148,-0.044700000000000004,1.0593,0.3185
252,success,4.5,sample_0252/LHP_20250919_annual.txt,10,,1.0148,-0.044700000000000004,1.0593,0.3185
253,success,6.9,sample_0253/LHP_20250919_annual.txt,10,,1.0148,-0.044700000000000004,1.0593,0.3185
254,success,6.5,sample_0254/LHP_20250919_annual.txt,10,,1.0064,-0.0482,1.0546,0.3518
255,success,5.6,sample_0255/LHP_20250919_annual.txt,10,,1.3141,-0.1028,1.4167999999999998,0.488
256,success,5.7,sample_0256/LHP_20250919_annual.txt,10,,1.3141,-0.1028,1.4167999999999998,0.488
257,success,5.7,sample_0257/LHP_20250919_annual.txt,10,,1.279,-0.1002,1.3793,0.4761
258,success,3.6,sample_0258/LHP_20250919_annual.txt,10,,1.279,-0.1002,1.3793,0.4761
259,success,6.5,sample_0259/LHP_20250919_annual.txt,10,,0.9706999999999999,-0.0456,1.0163,0.3397
260,success,6.7,sample_0260/LHP_20250919_annual.txt,10,,0.9706999999999999,-0.0456,1.0163,0.3397
261,success,6.4,sample_0261/LHP_20250919_annual.txt,10,,0.9706999999999999,-0.0456,1.0163,0.3397
262,success,6.4,sample_0262/LHP_20250919_annual.txt,10,,0.9706999999999999,-0.0456,1.0163,0.3397
263,success,4.3,sample_0263/LHP_20250919_annual.txt,10,,0.9706999999999999,-0.0456,1.0163,0.3397
264,success,6.4,sample_0264/LHP_20250919_annual.txt,10,,0.9706999999999999,-0.0456,1.0163,0.3397
265,success,6.4,sample_0265/LHP_20250919_annual.txt,10,,0.9902,-0.0502,1.0404,0.3686
266,success,6.4,sample_0266/LHP_20250919_annual.txt,10,,0.9940999999999999,-0.0504,1.0445,0.3698
267,success,6.6,sample_0267/LHP_20250919_annual.txt,10,,0.9940999999999999,-0.0504,1.0445,0.3698
268,success,4.3,sample_0268/LHP_20250919_annual.txt,10,,0.9940999999999999,-0.0504,1.0445,0.3698
269,success,6.5,sample_0269/LHP_20250919_annual.txt,10,,0.9940999999999999,-0.0504,1.0445,0.3698
270,success,6.3,sample_0270/LHP_20250919_annual.txt,10,,0.9940999999999999,-0.0504,1.0445,0.3698
271,success,6.6,sample_0271/LHP_20250919_annual.txt,10,,0.8919,-0.0438,0.9358000000000001,0.33230000000000004
272,success,6.6,sample_0272/LHP_20250919_annual.txt,10,,0.8919,-0.0438,0.9358000000000001,0.33230000000000004
273,success,4.3,sample_0273/LHP_20250919_annual.txt,10,,0.892,-0.0422,0.9345000000000001,0.32389999999999997
274,success,6.7,sample_0274/LHP_20250919_annual.txt,10,,0.892,-0.018099999999999998,0.9102,0.32389999999999997
275,success,6.5,sample_0275/LHP_20250919_annual.txt,10,,0.892,-0.018099999999999998,0.9102,0.32389999999999997
276,success,6.4,sample_0276/LHP_20250919_annual.txt,10,,0.892,-0.018099999999999998,0.9102,0.32389999999999997
277,success,6.6,sample_0277/LHP_20250919_annual.txt,10,,0.892,-0.018099999999999998,0.9102,0.32389999999999997
278,success,4.6,sample_0278/LHP_20250919_annual.txt,10,,0.892,-0.018099999999999998,0.9102,0.32389999999999997
279,success,6.8,sample_0279/LHP_20250919_annual.txt,10,,0.6757,-0.0195,0.6952,0.2424
280,success,6.6,sample_0280/LHP_20250919_annual.txt,10,,0.6757,-0.0178,0.6935,0.2424
281,success,6.5,sample_0281/LHP_20250919_annual.txt,10,,0.6757,-0.0178,0.6935,0.2424
282,success,6.2,sample_0282/LHP_20250919_annual.txt,10,,0.6757,-0.0178,0.6935,0.2424
283,success,6.6,sample_0283/LHP_20250919_annual.txt,10,,0.6797,-0.0165,0.6963999999999999,0.24459999999999998
284,success,6.3,sample_0284/LHP_20250919_annual.txt,10,,0.6797,-0.0165,0.6963999999999999,0.24459999999999998
285,success,6.6,sample_0285/LHP_20250919_annual.txt,10,,0.6797,-0.0165,0.6963999999999999,0.24459999999999998
286,success,6.3,sample_0286/LHP_20250919_annual.txt,10,,0.6389,-0.0199,0.6587000000000001,0.23010000000000003
287,success,6.0,sample_0287/LHP_20250919_annual.txt,10,,0.8413999999999999,-0.0317,0.8728999999999999,0.5261
288,success,4.2,sample_0288/LHP_20250919_annual.txt,10,,0.8413999999999999,-0.0318,0.8731,0.5261
289,success,6.0,sample_0289/LHP_20250919_annual.txt,10,,0.8413999999999999,-0.0318,0.8731,0.5261
290,success,5.9,sample_0290/LHP_20250919_annual.txt,10,,0.8413999999999999,-0.0318,0.8731,0.5261
291,success,6.3,sample_0291/LHP_20250919_annual.txt,10,,0.841,-0.0315,0.8725999999999999,0.5257000000000001
292,success,5.8,sample_0292/LHP_20250919_annual.txt,10,,0.841,-0.0315,0.8725999999999999,0.5257000000000001
293,success,4.1,sample_0293/LHP_20250919_annual.txt,10,,0.841,-0.0316,0.8725999999999999,0.5257000000000001
294,success,6.2,sample_0294/LHP_20250919_annual.txt,10,,0.841,-0.0316,0.8725999999999999,0.5257000000000001
295,success,6.5,sample_0295/LHP_20250919_annual.txt,10,,0.841,-0.0316,0.8725999999999999,0.5257000000000001
296,success,5.6,sample_0296/LHP_20250919_annual.txt,10,,0.841,-0.0849,0.9259000000000001,0.5257000000000001
297,success,5.5,sample_0297/LHP_20250919_annual.txt,10,,2.1807000000000003,-0.1292,2.31,0.959
298,success,3.4,sample_0298/LHP_20250919_annual.txt,10,,2.0913,-0.1276,2.2189,0.9277000000000001
299,success,5.5,sample_0299/LHP_20250919_annual.txt,10,,2.0913,-0.1276,2.2189,0.9277000000000001
300,success,5.5,sample_0300/LHP_20250919_annual.txt,10,,2.0911999999999997,-0.1276,2.2189,0.9275
301,success,5.5,sample_0301/LHP_20250919_annual.txt,10,,2.0911999999999997,-0.1275,2.2189,0.9275
302,success,5.5,sample_0302/LHP_20250919_annual.txt,10,,1.916,-0.10329999999999999,2.0195999999999996,0.808
303,success,5.4,sample_0303/LHP_20250919_annual.txt,10,,1.9109000000000003,-0.1036,2.0143999999999997,0.8074
304,success,3.5,sample_0304/LHP_20250919_annual.txt,10,,1.8021999999999998,-0.091,1.8931,0.7384000000000001
305,success,5.9,sample_0305/LHP_20250919_annual.txt,10,,2.0029,-0.0629,2.0656,0.4824
306,success,6.0,sample_0306/LHP_20250919_annual.txt,10,,2.0032,-0.0627,2.0658000000000003,0.4827
307,success,6.3,sample_0307/LHP_20250919_annual.txt,10,,1.6732,-0.027100000000000003,1.7002,0.273
308,success,6.2,sample_0308/LHP_20250919_annual.txt,10,,1.677,-0.0249,1.7016000000000002,0.2746
309,success,4.6,sample_0309/LHP_20250919_annual.txt,10,,1.677,-0.0208,1.6975000000000002,0.2575
310,success,6.8,sample_0310/LHP_20250919_annual.txt,10,,1.3138,-0.0213,1.335,0.23929999999999998
311,success,6.5,sample_0311/LHP_20250919_annual.txt,10,,1.3138,-0.0213,1.335,0.23929999999999998
312,success,6.4,sample_0312/LHP_20250919_annual.txt,10,,1.3138,-0.0213,1.335,0.23929999999999998
313,success,6.5,sample_0313/LHP_20250919_annual.txt,10,,1.3138,0.0332,1.2806,0.23929999999999998
314,success,4.3,sample_0314/LHP_20250919_annual.txt,10,,1.3138,0.0382,1.2757999999999998,0.23929999999999998
315,success,6.5,sample_0315/LHP_20250919_annual.txt,10,,1.3138,0.0382,1.2757999999999998,0.23929999999999998
316,success,6.6,sample_0316/LHP_20250919_annual.txt,10,,1.3138,0.0381,1.2757,0.23929999999999998
317,success,6.6,sample_0317/LHP_20250919_annual.txt,10,,1.3138,0.0381,1.2757,0.23929999999999998
318,success,6.5,sample_0318/LHP_20250919_annual.txt,10,,1.3138,0.0381,1.2757,0.23929999999999998
319,success,3.9,sample_0319/LHP_20250919_annual.txt,10,,1.3138,0.0381,1.2757,0.23929999999999998
320,success,6.6,sample_0320/LHP_20250919_annual.txt,10,,1.3138,0.0382,1.2757,0.23929999999999998
321,success,6.2,sample_0321/LHP_20250919_annual.txt,10,,1.3138,0.0382,1.2757,0.23929999999999998
322,success,5.9,sample_0322/LHP_20250919_annual.txt,10,,1.5456999999999999,0.043,1.5026,0.2531
323,success,5.8,sample_0323/LHP_20250919_annual.txt,10,,1.8328,0.0702,1.7622,0.4144
324,success,5.9,sample_0324/LHP_20250919_annual.txt,10,,1.7375,0.0629,1.6743999999999999,0.36160000000000003
325,success,3.9,sample_0325/LHP_20250919_annual.txt,10,,1.7375,0.0629,1.6743999999999999,0.36160000000000003
326,success,5.8,sample_0326/LHP_20250919_annual.txt,10,,1.7375,0.0629,1.6743999999999999,0.36160000000000003
327,success,5.8,sample_0327/LHP_20250919_annual.txt,10,,1.6534,0.0619,1.5913,0.3581
328,success,5.8,sample_0328/LHP_20250919_annual.txt,10,,1.6534,0.0619,1.5913,0.3581
329,success,5.7,sample_0329/LHP_20250919_annual.txt,10,,1.6159,0.0707,1.5452,0.403
330,success,3.5,sample_0330/LHP_20250919_annual.txt,10,,1.6159,0.0707,1.5452,0.403
331,success,5.6,sample_0331/LHP_20250919_annual.txt,10,,1.6159,0.0703,1.5454,0.403
332,success,5.6,sample_0332/LHP_20250919_annual.txt,10,,1.6064,0.06870000000000001,1.5378,0.3961
333,success,5.6,sample_0333/LHP_20250919_annual.txt,10,,1.5495,0.0665,1.4828,0.3914
334,success,5.5,sample_0334/LHP_20250919_annual.txt,10,,1.5495,0.0665,1.4828,0.3914
335,success,5.2,sample_0335/LHP_20250919_annual.txt,10,,1.5495,0.0663,1.4833,0.3914
336,success,3.5,sample_0336/LHP_20250919_annual.txt,10,,1.5152999999999999,0.06620000000000001,1.4491999999999998,0.3884
337,success,4.7,sample_0337/LHP_20250919_annual.txt,10,,1.4977,0.14679999999999999,1.351,0.8583000000000001
338,success,4.6,sample_0338/LHP_20250919_annual.txt,10,,1.4977,0.14679999999999999,1.351,0.8583000000000001
339,success,4.5,sample_0339/LHP_20250919_annual.txt,10,,1.4977,0.14679999999999999,1.351,0.8583000000000001
340,success,4.6,sample_0340/LHP_20250919_annual.txt,10,,1.5078,0.14809999999999998,1.3595000000000002,0.8643000000000001
341,success,4.8,sample_0341/LHP_20250919_annual.txt,10,,1.5078,0.14279999999999998,1.3651,0.8794000000000001
342,success,4.8,sample_0342/LHP_20250919_annual.txt,10,,1.5078,0.14279999999999998,1.3651,0.8794000000000001
343,success,2.5,sample_0343/LHP_20250919_annual.txt,10,,1.5078,0.14279999999999998,1.3651,0.8794000000000001
344,success,4.6,sample_0344/LHP_20250919_annual.txt,10,,1.5078,0.14279999999999998,1.3651,0.8794000000000001
345,success,4.5,sample_0345/LHP_20250919_annual.txt,10,,1.5078,0.14279999999999998,1.3651,0.8794000000000001
346,success,4.5,sample_0346/LHP_20250919_annual.txt,10,,1.5078,0.1447,1.363,0.8920999999999999
347,success,4.6,sample_0347/LHP_20250919_annual.txt,10,,1.5431,0.1474,1.3956,0.9118999999999999
